,MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,CaNA_N,class,Ts65Dn
490,452,0.293126685,0.472821204,0.312893082,2.466981132,3.780772686,0.244384546,0.196316262,2.806828392,0.213162624,1.115678347,0.326145553,0.327268643,0.27785265,0.27425876,0.885669362,0.78032345,1.688005391,1.104447439,0.401168014,0.723495058,0.264150943,0.390386343,0.18328841,1.080188679,2.238544474,0.992138365,0.25359389,0.273135669,0.698787062,0.181266846,0.368823001,2.209568733,1.00853549,0.506963163,0.489892183,0.787735849,0.619721473,0.378256963,0.586927224,0.301212938,0.308625337,0.433063792,0.350628931,0.170449353,0.905407464,0.14897182,1.163442498,0.302056359,0.252703732,1.135872049,0.108910891,0.171667936,0.176389947,0.134805788,0.1687738,0.19634425,0.180350343,0.118964204,0.304341203,0.16770754,0.623000762,0.312566641,1.668392993,2.59375476,0.188728104,1.291546078,0.812033511,0.280274181,0.214927647,0.13476174899371066,0.134805788,0.142117289,0.497334349,0.200152323,0.284691546,1.212947449,3,0
866,378,0.324104235,0.552117264,0.288273616,1.905863192,2.654723127,0.228338762,0.157166124,3.614006515,0.204885993,1.149674267,0.460749186,0.326058632,0.352117264,0.300651466,0.628175896,0.69723127,1.390065147,2.255537459,0.51286645,0.504234528,0.320032573,0.34495114,0.16465798,0.881758958,1.866775244,0.997068404,0.227687296,0.250977199,0.633876221,0.162052117,0.383876221,1.609120521,0.277687296,0.32752443,0.281270358,0.648859935,0.498534202,0.254071661,0.476058632,0.329315961,0.242833876,0.357980456,0.461237785,0.205911992,0.973687157,0.179823088,3.057888254,0.327175008,0.586160564,0.83775613,0.287313851,0.172209159,0.197514276,0.110401971,0.150934946,0.181166723,0.230769231,0.139737991,0.185645504,0.123502407,0.428843355,0.295599597,1.71011085,2.162803717,0.164483261,1.333781212,0.936625238,0.277908409,0.180494905,0.139290113,0.110401971,0.160788266,0.436233345,0.183742022,0.164147352,1.677079834,5,1
484,460,0.305103149,0.483790911,0.307274701,2.704668838,4.639367148,0.223825035,0.175275322,3.253451218,0.220102373,1.098805646,0.327284008,0.326663564,0.278424073,0.265549868,0.957809834,0.88676904,1.856522414,1.222584148,0.394912362,0.758647433,0.222584148,0.350240422,0.165813557,1.277338297,2.629595161,1.082519001,0.241352567,0.266480534,0.73413991,0.148596246,0.357375523,2.642314255,1.094617652,0.467038933,0.440359857,0.789979836,0.546765938,0.344656429,0.571428571,0.286800062,0.295176051,0.384519932,0.335349775,0.19435171,1.066137327,0.146801408,1.185599567,0.297753316,0.317693765,1.400794009,0.126048904,0.160606334,0.192908057,0.140756113,0.174681945,0.211134169,0.172065325,0.120635207,0.287918434,0.167192998,0.602905351,0.300189479,1.77424885,2.639267346,0.171884869,1.329423441,0.873048813,0.26084995,0.153839213,0.13476174899371066,0.140756113,0.130650546,0.518632139,0.146801408,0.19696833,1.177479022,3,0
354,436,0.284727437,0.440006007,0.277969665,2.110977624,3.603694248,0.16248686,0.127496621,2.71842619,0.148670972,0.871151825,0.445562397,0.233668719,0.313560595,0.165490314,0.762426791,0.699954948,1.37618261,2.029433849,0.309055414,0.429944436,0.226009911,0.282324673,0.125994894,0.660759874,2.228412675,1.135455774,0.177053612,0.178855684,0.567202283,0.128848175,0.33833909,1.767682835,0.26100015,0.433098063,0.341342544,0.633578615,0.50863493,0.328427692,0.494218351,0.334584772,0.259948941,0.355909296,0.297341943,0.173878044,0.695009056,0.151338297,1.895954921,0.259609579,0.290601731,1.359730328,0.113704971,0.137854699,0.173576172,0.112497484,0.132119139,0.160595693,0.1311129,0.113403099,0.22268062,0.112094989,0.437009459,0.282149326,1.348259207,2.001106863,0.144194003,1.006339304,0.80046287,0.204870195,0.13604347,0.108673777,0.112497484,0.126987321,0.39203059,0.103139465,0.150231435,1.683336687,1,0
203,254,0.21942446,0.387490008,0.248001599,1.783573141,2.834132694,0.241606715,0.18804956,4.201039169,0.20303757,1.114908074,0.34392486,0.325339728,0.263389289,0.294964029,0.683053557,0.840327738,1.287969624,1.027178257,0.425859313,0.576139089,0.28157474,0.339928058,0.18784972,0.85951239,1.807354117,0.89008793,0.210031974,0.242206235,0.551558753,0.1872502,0.268385292,1.654276579,0.659872102,0.373900879,0.365707434,0.706434852,0.543165468,0.310951239,0.493605116,0.286370903,0.2813749,0.325739408,0.419064748,0.160935118,0.894121633,0.155175335,1.974758597,0.251228189,0.325427749,0.930882602,0.308826021,0.186007115,0.186854142,0.124682365,0.160426902,0.175334576,0.268507539,0.121971879,0.184821277,0.092664747,0.609351177,0.278163646,1.43774352,2.25597154,0.162967982,1.46162968,0.803659156,0.222768084,0.15791424234717408,0.13476174899371066,0.124682365,0.102490259,0.43554125,0.245807217,0.167541928,1.068778587,2,0
43,80,0.471745596,0.697323267,0.371539693,2.472660718,4.652024708,0.278197209,0.215511325,2.592541752,0.244566461,1.758178906,0.760466712,0.356897735,0.360558225,0.308396248,0.896133608,0.741020361,1.765042324,1.767787692,0.41615191,0.842598948,0.468085106,0.483413407,0.215282544,1.269274765,3.212765957,1.406085564,0.289407458,0.306566003,0.784717456,0.196064974,0.382292382,2.132692748,0.373369938,0.590711508,0.455730954,0.858156028,0.773507207,0.454815832,0.705330588,0.489132922,0.412948982,0.482955845,0.20979181,0.182792817,0.951755562,0.173009917,0.778745645,0.320959528,0.482980434,1.434870008,0.106807826,0.179174484,0.187215224,0.113106406,0.163361029,0.18064862,0.217770035,0.122085232,0.170195658,0.099303136,0.508978826,0.333556687,1.394398285,2.066604128,0.185875101,1.426159207,0.883945323,0.220316269,0.171535781,0.155856339,0.113106406,0.123425355,0.547038328,0.157866524,0.219914232,1.561913696,0,0
42,79,0.454421149,0.685278031,0.36030082,2.392889699,4.5,0.278714676,0.208751139,2.586144029,0.220601641,1.61189608,0.731084777,0.353463993,0.347082954,0.283272562,0.871467639,0.710118505,1.718322698,1.623518687,0.402233364,0.80515041,0.458523245,0.443710119,0.198040109,1.486326345,3.151321787,1.403372835,0.276891522,0.295578851,0.770054695,0.197356427,0.384229717,2.076800365,0.353691887,0.529854148,0.434366454,0.817228806,0.715360073,0.433682771,0.680264357,0.477666363,0.383090246,0.434822242,0.189835916,0.185584093,0.934824634,0.172604253,0.785832643,0.325186413,0.529549848,1.381386357,0.12054681,0.171775753,0.188207677,0.129798398,0.168461751,0.187931511,0.228666114,0.132283899,0.177022922,0.098315382,0.555233361,0.308478321,1.456365645,2.098729633,0.163766915,1.352112676,0.923777962,0.223418945,0.187793427,0.16072908,0.129798398,0.109085888,0.520022093,0.149682408,0.203534935,1.615575808,0,0
671,783,0.526943726,0.679459137,0.322330483,2.194273215,3.738914297,0.231059853,0.220520978,6.074567508,0.212368264,1.498309803,0.611851263,0.310001988,0.386557964,0.285742692,0.770332074,0.617617817,1.464307019,2.346390933,0.540862995,0.589580433,0.504076357,0.408629946,0.207595944,1.008152714,1.967985683,1.254324915,0.301451581,0.265062637,0.70451382,0.188307815,0.478226288,2.025452376,0.318154703,0.379200636,0.301650428,0.614635116,0.586398886,0.325114337,0.52614834,0.3543448,0.302246968,0.398488765,0.587194273,0.163787505,0.646187817,0.197817898,2.050266268,0.285231848,0.555526692,1.007273672,0.307182751,0.18262112,0.169112872,0.112871802,0.14235615,0.142745811,0.177035979,0.133004286,0.188336148,0.101311859,0.41628783,0.255877387,1.064943499,1.940771529,0.135342252,1.153266658,0.820885829,0.221846993,0.171320951,0.142875698,0.112871802,0.148330952,0.432134043,0.191193662,0.184439538,1.502662683,4,1
219,256,0.257348343,0.390243902,0.337398374,2.060350219,3.141963727,0.300813008,0.241400876,4.652908068,0.305190744,1.38492808,0.382426517,0.390556598,0.339899937,0.345528455,0.770481551,1.03627267,1.556597874,1.254534084,0.533771107,0.643527205,0.324577861,0.467166979,0.249530957,0.96435272,1.500625391,0.893683552,0.262038774,0.286116323,0.655096936,0.216072545,0.38836773,1.724202627,0.691369606,0.520950594,0.523452158,0.88148843,0.731081926,0.3630394,0.693558474,0.399624765,0.441838649,0.450281426,0.496247655,0.160088203,0.851819184,0.179933848,2.006394708,0.263726571,0.258213892,1.263947078,0.195148842,0.222271224,0.174641676,0.129437707,0.151488423,0.180374862,0.199558986,0.139140022,0.190518192,0.109812569,0.557442117,0.315325248,1.908710033,2.510915105,0.203307607,1.712238148,0.905181918,0.284454245,0.15791424234717408,0.13476174899371066,0.129437707,0.208379272,0.468136714,0.271223815,0.18313453845517236,1.088864388,2,0
1058,1049,0.237271854,0.408069164,0.283381364,2.131219981,3.005763689,0.247838617,0.17271854,3.278770413,0.236887608,1.017291066,0.228434198,0.310854947,0.290682037,0.280691643,0.740441883,0.580403458,1.221517771,1.49221902,0.483957733,0.612680115,0.262632085,0.356003842,0.165417867,0.95581172,2.067627281,1.105091258,0.242074928,0.265898175,0.740826129,0.199039385,0.401152738,2.01037464,0.803842459,0.417867435,0.375600384,0.679346782,0.578866475,0.30778098,0.505475504,0.288376561,0.29548511,0.355235351,0.676272815,0.165739845,0.731262089,0.156673114,2.926740812,0.276474855,0.560686654,0.731745648,0.58160058,0.166223404,0.165860735,0.106866538,0.151353965,0.167553191,0.3219294,0.114966151,0.172630561,0.105053191,0.489361702,0.299323017,1.325193424,2.136605416,0.143012573,1.266199226,0.760759188,0.236581238,0.159695358,0.13476174899371066,0.106866538,0.13105303943681595,0.319028046,0.272243714,0.15401354,1.336073501,7,1
261,897,0.336896354,0.508493987,0.276961252,1.966214927,3.008016797,0.220843672,0.16682573,3.632945219,0.163199084,1.25195648,0.342622638,0.273525482,0.260736782,0.23325062,0.718648597,0.598587517,1.338614239,0.95571674,0.412865051,0.642298149,0.264363428,0.33021569,0.173888147,0.908379462,1.978812751,1.065279634,0.209391105,0.244130559,0.521282688,0.147928994,0.396258828,1.710250048,0.521282688,0.483680092,0.502004199,0.754724184,0.588852835,0.362855507,0.511548005,0.307310555,0.299293758,0.417064325,0.393968315,0.133600917,0.906422018,0.116972477,1.269380734,0.227178899,0.244151376,0.705045872,0.084518349,0.12293578,0.163417431,0.113990826,0.136926606,0.168004587,0.155275229,0.102408257,0.209977064,0.099311927,0.556766055,0.233944954,1.192087156,1.907224771,0.152752294,1.122018349,0.788990826,0.233830275,0.156536697,0.133256881,0.113990826,0.127293578,0.36146789,0.14266055,0.183830275,0.961697248,2,0
332,428,0.486394907,0.686928843,0.366670089,2.556627991,4.666187494,0.186261423,0.120340897,2.920833761,0.203408974,1.526234726,0.559811069,0.205462573,0.421911901,0.23082452,0.848239039,0.613820721,1.610740322,2.32683027,0.378170243,0.488859226,0.400759832,0.342232262,0.158127118,1.1733997721534837,3.379505083,1.382688161,0.222712804,0.243454153,0.748023411,0.148372523,0.400451792,2.493069104,0.32611151,0.446349728,0.357736934,0.688879762,0.560940548,0.394290995,0.578704179,0.343053702,0.304035322,0.424170859,0.418728822,0.177660114,0.823748099,0.167520982,2.001351884,0.294767082,0.459189996,2.06680561,0.169548809,0.145102236,0.192812482,0.116487354,0.154903397,0.168985524,0.171520306,0.113952571,0.250943503,0.14572185,0.474961978,0.307722638,1.375823804,2.118571509,0.12758407,0.960795359,0.86599448,0.233481665,0.15791424234717408,0.13476174899371066,0.116487354,0.115811412,0.451641976,0.119472765,0.18313453845517236,1.522221596,1,0
831,867,0.413705584,0.64179357,0.281387479,2.151099831,3.842978003,0.227411168,0.160744501,4.675803723,0.182402707,1.349069374,0.449576988,0.313705584,0.283079526,0.254822335,0.786125212,0.766666667,1.548730964,1.184433164,0.378510998,0.731810491,0.316751269,0.329949239,0.149407783,1.064128596,2.184940778,1.081387479,0.200338409,0.25820643,0.600846024,0.143654822,0.410659898,1.936717428,0.622165821,0.479695431,0.48392555,0.857021997,0.598984772,0.345177665,0.56463621,0.308121827,0.324534687,0.472758037,0.363451777,0.148698885,1.036098611,0.120328703,1.419193896,0.247505381,0.305419683,1.221483076,0.120035218,0.133731168,0.167971043,0.128839757,0.155351203,0.199863041,0.211895911,0.099393465,0.202015261,0.107415379,0.562218744,0.260418705,1.72891802,2.02298963,0.168460184,1.304637057,0.864410096,0.247896693,0.143905302,0.126100567,0.128839757,0.118176482,0.397084719,0.1445901,0.179710428,0.978966934,6,1
473,329,0.320669291,0.50492126,0.298228346,2.375393701,3.711417323,0.246850394,0.188976378,2.807283465,0.203149606,1.316535433,0.407480315,0.326181102,0.273228346,0.306299213,0.860826772,0.728740157,1.653937008,1.193503937,0.399212598,0.784448819,0.338582677,0.390354331,0.194094488,1.11003937,2.264173228,1.10984252,0.271456693,0.292519685,0.713385827,0.183464567,0.342125984,2.146062992,0.872440945,0.446259843,0.418110236,0.750787402,0.561614173,0.33011811,0.568110236,0.277165354,0.29980315,0.337007874,0.318110236,0.168283482,0.913769873,0.153462679,1.354486661,0.303018054,0.298302344,1.369981137,0.086230127,0.157774185,0.183373754,0.139719752,0.160064673,0.19240097,0.206009162,0.118701159,0.191592563,0.116949609,0.557396928,0.29668553,1.378873619,2.426569658,0.188089464,1.316760981,0.826192401,0.224333064,0.15791424234717408,0.13476174899371066,0.139719752,0.131231474,0.483292913,0.165319321,0.18313453845517236,1.156965777,3,0
39,76,0.519443385,0.736370568,0.370568052,2.503049943,4.947197865,0.266488753,0.205299276,2.749142204,0.208921083,1.712161647,0.787266489,0.347693481,0.344452917,0.284216546,0.893823866,0.759054518,1.821768967,1.685093404,0.399161266,0.845215402,0.474266108,0.430232558,0.193671369,1.40773923,3.439954251,1.437094929,0.288600839,0.309569196,0.78879146,0.190240183,0.417460923,2.191574533,0.356080823,0.550133435,0.461303851,0.815287838,0.694052612,0.445672894,0.676134197,0.479603507,0.39306138,0.48532215,0.211780404,0.202085286,0.983950328,0.181935333,0.785731022,0.343134958,0.551077788,1.508669166,0.118673852,0.175843486,0.202085286,0.135074977,0.175726336,0.197282099,0.241682287,0.144564199,0.183223993,0.108247423,0.546860356,0.313378632,1.499297095,2.216377694,0.160613871,1.380974695,0.915417057,0.223523899,0.172446111,0.146438613,0.135074977,0.126522962,0.583997188,0.14468135,0.178537957,1.655576382,0,0
418,995,0.33010045,0.504156564,0.260824385,1.960339453,2.795981988,0.198995497,0.147904399,2.130585383,0.160200901,1.093869068,0.481815033,0.220990648,0.318150329,0.205749913,0.704364392,0.430031174,1.210772428,1.771908556,0.501731902,0.545549013,0.266539661,0.283339106,0.147558019,0.818323519,1.831312781,1.104260478,0.193107032,0.205576723,0.509525459,0.136993419,0.327848978,1.582958088,0.248008313,0.397817804,0.402667129,0.643228265,0.452545895,0.333910634,0.498787669,0.358676827,0.280914444,0.351922411,0.375649463,0.173367138,0.869371001,0.180852348,2.125437643,0.272727273,0.441265242,0.982252807,0.116986599,0.172039116,0.179162139,0.094893155,0.140166606,0.148979838,0.147772546,0.121815767,0.236146324,0.13050827,0.445852952,0.262706749,1.422431486,1.975250513,0.138476397,1.032476156,0.903778824,0.220813715,0.138838585,0.115779307,0.094893155,0.131111916,0.348424484,0.141977544,0.201497042,1.56899674,1,0
50,101,0.457992362,0.703491544,0.385842881,2.904391708,6.318466994,0.21685761,0.160665576,2.652073104,0.197081288,1.8101473,0.711811238,0.334969995,0.343426077,0.262956901,1.058237861,0.834833606,2.032051282,1.868248773,0.393889798,0.89893617,0.371658483,0.40248227,0.180714675,1.721767594,3.858701582,1.417075832,0.267321331,0.288052373,0.856110202,0.153436989,0.413120567,2.539416258,0.348199673,0.539689034,0.424031642,0.831696672,0.73690671,0.502318603,0.730496454,0.507092199,0.370840153,0.489907256,0.180714675,0.228912928,1.229820713,0.183145472,0.935244724,0.362735457,0.514411075,2.231333686,0.103411756,0.191239882,0.214917921,0.154020728,0.199182994,0.214615326,0.274982979,0.128375823,0.204251456,0.138134503,0.558438611,0.329525683,1.679173916,2.463348211,0.185490582,1.227929495,0.905060897,0.234359634,0.15791424234717408,0.164687193,0.154020728,0.13105303943681595,0.573795295,0.137983206,0.208033891,1.68242681,0,0
421,1027,0.566171389,0.634761576,0.34122322,2.321181755,5.121458189,0.244298549,0.192639945,3.768140981,0.234968901,1.485832757,0.797857636,0.331720802,0.297684865,0.306841742,0.843642018,0.776779544,1.732550104,1.534899793,0.461472011,0.809087768,0.49308915,0.428645473,0.188320663,1.149965446,3.00414651,1.104008293,0.27902557,0.308914997,0.726330339,0.195404285,0.402038701,2.333448514,0.333102972,0.382861092,0.280753283,0.753628196,0.599861783,0.408258466,0.516931583,0.465272979,0.315134762,0.403939185,0.215272979,0.203711015,0.880477694,0.173410975,0.882649033,0.323628109,0.67745756,0.970983024,0.115870509,0.181602842,0.190584287,0.11547572,0.13837347,0.151894986,0.151204106,0.132352941,0.188511646,0.111725227,0.367153573,0.227200947,1.196210028,2.153079353,0.146170549,0.987070667,0.628701145,0.189103829,0.15791424234717408,0.13476174899371066,0.11547572,0.092479274,0.28908409,0.16960922624333333,0.18313453845517236,1.530694828,1,0
976,352,0.478054342,0.807524226,0.38732662,2.608018241,4.36699601,0.241022231,0.189720692,4.080562417,0.251377541,1.337450124,0.531730952,0.350180505,0.344860346,0.322154665,0.965893977,0.865380961,1.613053392,1.47833935,0.561561847,0.780733422,0.352745582,0.363385902,0.191620749,1.681265438,3.214611438,1.285483565,0.25565267,0.332604978,0.828804864,0.174710241,0.491354741,2.903192096,0.807429223,0.467889037,0.416777503,0.780923428,0.61466844,0.436633099,0.616758503,0.397206916,0.357495725,0.516910507,0.521090633,0.236491228,1.145012531,0.177493734,2.37593985,0.350426065,0.707218045,1.250827068,0.274837093,0.159548872,0.194837093,0.123609023,0.164110276,0.212882206,0.330025063,0.115037594,0.212481203,0.132380952,0.479699248,0.339649123,1.669122807,2.12566416,0.150426065,1.192230576,0.939498747,0.206967419,0.142606516,0.109323308,0.123609023,0.109122807,0.488621554,0.142305764,0.146516291,1.437192982,7,1
895,572,0.754728493,0.875533862,0.266422615,1.968476713,2.971934106,0.195241001,0.167581859,2.130567419,0.207240187,1.891193817,1.068741102,0.263982103,0.266422615,0.241610738,0.683140126,0.513321131,1.287166972,1.263778727,0.364043116,0.576977832,0.731950376,0.347569656,0.169208867,0.955867399,2.419564775,1.230425056,0.223917023,0.256050437,0.657718121,0.176123653,0.392719138,1.737848281,0.286963596,0.345739272,0.288997356,0.633516372,0.513931259,0.292047997,0.453325198,0.327435428,0.243847875,0.334146838,0.179581045,0.196341463,0.954200542,0.172222222,0.954336043,0.283739837,0.600271003,0.845528455,0.089295393,0.16504065,0.173170732,0.103658537,0.146747967,0.162872629,0.245528455,0.12899729,0.204200542,0.112466125,0.441463415,0.262195122,1.319647696,2.407588076,0.132655827,1.15704607,0.830894309,0.227913279,0.132520325,0.13476174899371066,0.103658537,0.099864499,0.392682927,0.11598916,0.153929539,1.576693767,5,1
876,477,0.435215054,0.680107527,0.285349462,1.979973118,3.070295699,0.175,0.143951613,2.306048387,0.195833333,1.221370968,0.479435484,0.241666667,0.296370968,0.22016129,0.701075269,0.459274194,1.274462366,1.803225806,0.416397849,0.565725806,0.326747312,0.323924731,0.152822581,1.166935484,2.079435484,1.161424731,0.210215054,0.21922043,0.622311828,0.13844086,0.421505376,1.844354839,0.287365591,0.246639785,0.291129032,0.28844086,0.267473118,0.293010753,0.272446237,0.314784946,0.239919355,0.375268817,0.335080645,0.20054751,0.896856235,0.163281526,2.635376192,0.290798304,0.655598728,0.823737195,0.470505122,0.155775344,0.183239138,0.102348993,0.139614977,0.181737902,0.2522077,0.124867538,0.247439067,0.11762628,0.490992582,0.306075592,1.319321794,1.987460261,0.13237372,1.103496998,0.817025786,0.21882727,0.151006711,0.11586012,0.102348993,0.112151183,0.379636171,0.21211586,0.166548923,1.448163193,5,1
326,408,0.362683824,0.512683824,0.323897059,2.169301471,3.468566176,0.238051471,0.185661765,2.547610294,0.182904412,1.195955882,0.43125,0.285661765,0.359926471,0.269669118,0.781433824,0.534558824,1.400183824,1.982536765,0.481433824,0.629044118,0.331617647,0.364705882,0.179595588,1.060110294,2.555698529,1.344301471,0.256433824,0.284007353,0.703308824,0.167647059,0.366911765,1.806433824,0.303492647,0.465257353,0.376102941,0.671875,0.587132353,0.337316176,0.567463235,0.367463235,0.335661765,0.414154412,0.381985294,0.163043478,0.702075099,0.165909091,2.10187747,0.305335968,0.424407115,1.878359684,0.28784585,0.145059289,0.186857708,0.102964427,0.150889328,0.13784585,0.16729249,0.120355731,0.196837945,0.097134387,0.432806324,0.294367589,1.289229249,1.987944664,0.131916996,1.14298419,0.895750988,0.212450593,0.162549407,0.141897233,0.102964427,0.15,0.457806324,0.210770751,0.183003953,1.771640316,1,0
957,274,0.216134185,0.364057508,0.241693291,1.330830671,1.737539936,0.197124601,0.151597444,1.919488818,0.162779553,0.720766773,0.223642173,0.223801917,0.23658147,0.22172524,0.500159744,0.404153355,0.811980831,0.981629393,0.397284345,0.577316294,0.204952077,0.282747604,0.155750799,0.7014377,1.347923323,0.776038339,0.17715655,0.209744409,0.438498403,0.140894569,0.321246006,1.312779553,0.781948882,0.343450479,0.349361022,0.51086262,0.441693291,0.247124601,0.41485623,0.247124601,0.228594249,0.303194888,0.444408946,0.15910475,0.657125457,0.162606577,2.27816687,0.31683922,0.491626066,0.743605359,0.30816078,0.197777101,0.163672351,0.118757613,0.147381242,0.162454324,0.24954324,0.140682095,0.230207065,0.15545067,0.571559074,0.313794153,1.323386114,1.919457978,0.172959805,1.174634592,0.83998173,0.289738124,0.21817905,0.171437272,0.118757613,0.146772229,0.431333739,0.255633374,0.257003654,1.142204629,7,1
63,114,0.384858543,0.540698593,0.322269638,2.177809388,4.799272957,0.231863442,0.174648333,3.867235657,0.183657342,1.308993204,0.607554923,0.342342342,0.291923502,0.240872451,0.812707444,0.851272325,1.663821716,1.17053896,0.370317686,0.740319267,0.316895843,0.381223329,0.159159159,1.189031136,3.181444602,1.077287814,0.251936147,0.258100205,0.708708709,0.149201833,0.406827881,2.066698277,0.314683104,0.476055002,0.429429429,0.756756757,0.599652284,0.374901217,0.577366841,0.465307413,0.311363996,0.402718508,0.174174174,0.196433301,1.113975457,0.149995586,0.861657985,0.315264412,0.413701775,1.437891763,0.109826079,0.16456255,0.17886466,0.137724022,0.166769665,0.178599806,0.196080162,0.124216474,0.238456785,0.14054913,0.664606692,0.290721285,1.871810718,2.323386598,0.144521939,1.290103293,0.824490156,0.227421206,0.15791424234717408,0.129778406,0.137724022,0.132691798,0.491745387,0.16960922624333333,0.18313453845517236,1.682969895,0,0
40,77,0.508589768,0.735699453,0.38436851,2.545403058,5.101000566,0.257126675,0.201057202,2.746837833,0.20841986,1.77119124,0.781952048,0.352086086,0.3518973,0.287710025,0.919388333,0.77024731,1.8274495,1.856333774,0.406456485,0.883518973,0.468378327,0.443458561,0.198602983,1.392486313,3.480460638,1.436284689,0.286766094,0.295827827,0.792712856,0.184821597,0.425901454,2.240513498,0.39116481,0.570889183,0.457428733,0.828204644,0.735699453,0.482537285,0.680951482,0.492920521,0.407211629,0.492731735,0.212573155,0.197085357,0.995373583,0.177423086,0.815752949,0.360050891,0.52475133,1.643881564,0.125607217,0.186213278,0.215244043,0.126185519,0.185287994,0.198588943,0.245662734,0.144922508,0.188989128,0.10721721,0.54661115,0.330326162,1.495951885,2.188295165,0.170830442,1.48912792,0.904811474,0.21987046,0.193499884,0.146773074,0.126185519,0.132431182,0.574485311,0.16215591,0.21431876,1.681702521,0,0
805,827,0.33877753,0.540955209,0.290522148,2.246473645,3.357584756,0.274189557,0.201435288,4.509774808,0.230635981,1.366740906,0.426379609,0.367978223,0.269982678,0.321455085,0.775550606,0.764414749,1.585498639,1.127691166,0.452115813,0.622865627,0.359069537,0.402870577,0.201682752,0.864142539,1.93071022,1.07423905,0.246721109,0.275921802,0.740905716,0.200940361,0.408314774,1.978223212,0.531551596,0.465973769,0.446671616,0.827765405,0.589705518,0.333333333,0.538480574,0.309824301,0.304380104,0.386290522,0.386043059,0.159107807,1.030855019,0.150557621,1.798884758,0.292936803,0.321747212,1.112825279,0.07063197,0.157620818,0.175464684,0.138847584,0.170260223,0.216728625,0.172490706,0.117843866,0.189776952,0.105018587,0.597583643,0.302973978,1.841263941,2.589776952,0.186988848,1.564869888,0.882899628,0.223791822,0.149628253,0.145724907,0.138847584,0.128810409,0.396654275,0.16960922624333333,0.177137546,1.208178439,6,1
194,156,0.171823312,0.299474606,0.228643705,1.687682428,2.703833431,0.18602841,0.154893948,3.755399883,0.147304923,1.024712979,0.277096711,0.277096711,0.237205682,0.224557307,0.682817669,0.756178245,1.232730103,0.936563534,0.409223584,0.619186612,0.171239541,0.283518194,0.142050983,0.821755205,1.545436855,0.730881494,0.174158397,0.195563339,0.440163456,0.129597198,0.278264254,1.4271259,0.489200234,0.431601479,0.470324966,0.731465266,0.533566842,0.338976455,0.506129597,0.293053123,0.301225919,0.354154505,0.326911851,0.144923618,0.978504799,0.132215763,1.09260511,0.224820873,0.25510342,0.818980668,0.105718535,0.150601595,0.149655266,0.119372719,0.157225902,0.16276869,0.147221847,0.102203596,0.231039611,0.108963093,0.610652967,0.254292281,1.9072597,2.071515479,0.177098824,1.218737326,0.776531026,0.223333784,0.156009193,0.118291199,0.119372719,0.155468433,0.345680681,0.146681087,0.204542382,0.879005002,2,0
1064,1041,0.175857339,0.3478738,0.282578875,2.007407407,2.587105624,0.261454047,0.182716049,2.868312757,0.247462277,1.056790123,0.19122085,0.316049383,0.280384088,0.322908093,0.729766804,0.499862826,1.121536351,1.404938272,0.483950617,0.613443073,0.283676269,0.371742112,0.166529492,0.866666667,1.777229081,1.04691358,0.255144033,0.266941015,0.696296296,0.227434842,0.370919067,1.701508916,0.743209877,0.421124829,0.415089163,0.689711934,0.574759945,0.304801097,0.473799726,0.300960219,0.270781893,0.324828532,0.726200274,0.1561249,0.708967174,0.168334668,2.933146517,0.28182546,0.504803843,0.701361089,0.560248199,0.173939151,0.143915132,0.112489992,0.153122498,0.162129704,0.346076861,0.119895917,0.162930344,0.103082466,0.542033627,0.317654123,1.348879103,2.060448359,0.173738991,1.361088871,0.829263411,0.24939952,0.197558046,0.13476174899371066,0.112489992,0.13105303943681595,0.372297838,0.277622098,0.188550841,1.29703763,7,1
